,geometry,meanHeight,RegionName,quadkey
179531,"POLYGON ((-58.47662562116299 -34.56732177619517, -58.47668388511195 -34.56722379011738, -58.47693917926897 -34.56732672487307, -58.47688091532 -34.56742471082956, -58.47662562116299 -34.56732177619517))",-1.0,Argentina,210321300
182855,"POLYGON ((-58.46708585949527 -34.55625435578706, -58.46653782765428 -34.55592848390847, -58.46655962925157 -34.55586449187419, -58.46685567593298 -34.55578753137371, -58.46684578789829 -34.55576173208486, -58.46687627647799 -34.5557269510568, -58.46680392858251 -34.55574575868611, -58.46679280864463 -34.55577839797337, -58.4665297839466 -34.55562201208404, -58.46660419527024 -34.55553713254538, -58.46666053920656 -34.55555015269157, -58.4667430648318 -34.55552870395576, -58.46673038054076 -34.555495608732, -58.46714763194896 -34.55501961024373, -58.46742663910901 -34.5551854999743, -58.46742288419272 -34.55519652149567, -58.46755447828934 -34.55527476348169, -58.46757885014389 -34.55532018042005, -58.46771963531211 -34.55540388702019, -58.46776616625601 -34.55539179074151, -58.46786717871979 -34.55545184965216, -58.46759225006429 -34.55576545527217, -58.46747511333943 -34.55573838699188, -58.46744531815209 -34.55577237700129, -58.46745837368009 -34.5558064407246, -58.4674179754029 -34.55585252657673, -58.46737389286868 -34.55586398375745, -58.46734712786453 -34.55594252478285, -58.46725432587314 -34.55596664961553, -58.46732574871975 -34.5560091151591, -58.46708585949527 -34.55625435578706))",-1.0,Argentina,210321300
183514,"POLYGON ((-58.443424443551706 -34.55688056942404, -58.44346946306616 -34.55687059189921, -58.443479558952745 -34.55690148892057, -58.44343453943829 -34.55691146644166, -58.443424443551706 -34.55688056942404))",-1.0,Argentina,210321300
183642,"POLYGON ((-58.4439043997343 -34.56315978997408, -58.44405180365937 -34.56322537716505, -58.44391158475442 -34.56343908680242, -58.44376418082935 -34.56337349977996, -58.4439043997343 -34.56315978997408))",-1.0,Argentina,210321300
185449,"POLYGON ((-58.44417072478591 -34.56132369111388, -58.44415504062108 -34.56129291790718, -58.44418122860341 -34.56108026090178, -58.44422710464681 -34.56106440115786, -58.44433709644378 -34.5609331816861, -58.44434154028086 -34.56089707089328, -58.44442082734823 -34.56090368811319, -58.44444332343645 -34.56087685039671, -58.44448943407733 -34.56088069874602, -58.44446505461195 -34.56083286461471, -58.44454543206044 -34.56073696489111, -58.44474345254673 -34.56084952391859, -58.44471466832526 -34.56088386683714, -58.44479663809168 -34.56085553383737, -58.44484997881717 -34.56085998560361, -58.44488817587543 -34.56093491823874, -58.44482046907599 -34.56101569201658, -58.4448164421364 -34.5610484150382, -58.44475102862641 -34.56107102905628, -58.44468570300079 -34.56094287743801, -58.44464722990821 -34.56096112846082, -58.44462507553975 -34.56096878742697, -58.44460349887912 -34.56114411991224, -58.44454660999689 -34.56116378687022, -58.44451198186982 -34.56116089685024, -58.44448559950983 -34.56119237395185, -58.44443139143214 -34.56116155795316, -58.44442212635295 -34.56123679413103, -58.44417072478591 -34.56132369111388))",-1.0,Argentina,210321300
187624,"POLYGON ((-58.4475862403924 -34.56597497901218, -58.44741934412477 -34.565905780717586, -58.447517395292635 -34.56574544001268, -58.44756556437488 -34.56576541185393, -58.447624425155745 -34.5656691447365, -58.44769717481087 -34.5656993123815, -58.447703638824514 -34.56568874045013, -58.44784485874327 -34.56574730114892, -58.44773712518262 -34.565923499704994, -58.44764187475359 -34.56588400159967, -58.4475862403924 -34.56597497901218))",-1.0,Argentina,210321300
188144,"POLYGON ((-58.45047958574864 -34.55154356357717, -58.45038230530272 -34.55154769078992, -58.45037769133205 -34.55147401854683, -58.45031714670758 -34.55147659070063, -58.45031059244449 -34.551371795097864, -58.45046842397651 -34.55136509893512, -58.45047958574864 -34.55154356357717))",-1.0,Argentina,210321300
188603,"POLYGON ((-58.47189691436396 -34.55901304366118, -58.47181944733221 -34.55912085400011, -58.47178892819911 -34.55911504199229, -58.47172779454849 -34.55908524942055, -58.47169074468579 -34.55903745234953, -58.47163318714626 -34.5590677116564, -58.47159000584776 -34.55905948828362, -58.47154611766217 -34.55908256129528, -58.47154482684088 -34.55908715838618, -58.47146774108248 -34.55919445070414, -58.47142653378923 -34.5592161142751, -58.47132627194476 -34.5591970206134, -58.47130012496694 -34.55916328912075, -58.47138905640775 -34.55911653588993, -58.47141724047303 -34.55901616201092, -58.47147208230223 -34.55893983893027, -58.47140981443363 -34.55892798072513, -58.47139641050534 -34.55897571713628, -58.47135176428568 -34.55899918868722, -58.47131592337614 -34.55898172213212, -58.47142960447479 -34.55882351261111, -58.4716830174748 -34.55887177227561, -58.47171539054575 -34.55891353602304, -58.4717800488425 -34.55894504634313, -58.47179650759498 -34.55896627938162, -58.47180380818452 -34.55896766969506, -58.47189691436396 -34.55901304366118))",-1.0,Argentina,210321300
189780,"POLYGON ((-58.44938481268068 -34.551312798618, -58.44915269388176 -34.55160314059813, -58.44919691986715 -34.55162712494807, -58.449205543051754 -34.55161633765414, -58.44927544928174 -34.551654248738785, -58.4493900229439 -34.55151093637342, -58.44947914913369 -34.551559270757835, -58.44942791889901 -34.55162335796322, -58.44940240241105 -34.55160952149785, -58.449282392759116 -34.5517596331874, -58.449231875504175 -34.55173223703997, -58.44921093193152 -34.55175843387272, -58.449248352120364 -34.551778727309724, -58.44921632077395 -34.55181879302823, -58.44892631431049 -34.55166151883773, -58.4492010447047 -34.55131787697589, -58.44920478672358 -34.551319906330534, -58.449263193157286 -34.55124684945069, -58.44938481268068 -34.551312798618))",-1.0,Argentina,210321300
191779,"POLYGON ((-58.4764453819695 -34.5635647212891, -58.47639302443015 -34.56353086316345, -58.47633830447221 -34.56358824659921, -58.47625866721636 -34.56353674746897, -58.47639155854282 -34.56339738754134, -58.47647119579867 -34.56344888675791, -58.47654936716719 -34.56336691027161, -58.47666643639617 -34.56344261572934, -58.47659927210309 -34.56351304301685, -58.47653457123209 -34.56347119905399, -58.4764453819695 -34.5635647212891))",-1.0,Argentina,210321300
191851,"POLYGON ((-58.47767967293478 -34.56046738264392, -58.47778748534879 -34.56035291026217, -58.47785614914816 -34.56039676872152, -58.47774833673412 -34.560511241042946, -58.47767967293478 -34.56046738264392))",-1.0,Argentina,210321300
192414,"POLYGON ((-58.45744315106833 -34.56658115141532, -58.4574776726529 -34.56656320522397, -58.45744740398409 -34.56652372270514, -58.45761042257794 -34.56643897670908, -58.45765400946104 -34.5664958315882, -58.45761948787646 -34.56651377779407, -58.45764975654528 -34.56655326031763, -58.45761139922909 -34.56657320053237, -58.45762956043038 -34.56659689003182, -58.45750489915274 -34.56666169567823, -58.45744315106833 -34.56658115141532))",-1.0,Argentina,210321300
195072,"POLYGON ((-58.46811261182633 -34.56692835634404, -58.46804107512271 -34.56688830242574, -58.46807675758403 -34.56684508358798, -58.46814829661557 -34.56688513470749, -58.46811261182633 -34.56692835634404))",-1.0,Argentina,210321300
197734,"POLYGON ((-58.44531337698395 -34.55401685087783, -58.44524042890216 -34.55409566236261, -58.44513767006578 -34.55403115232704, -58.44521061737889 -34.5539523343753, -58.44531337698395 -34.55401685087783))",-1.0,Argentina,210321300
198201,"POLYGON ((-58.47817398126237 -34.55153839529281, -58.47807183818629 -34.55165734646141, -58.47811611608533 -34.55166802803764, -58.47828108174167 -34.55158701867452, -58.47829543492235 -34.55160684793962, -58.47828344974814 -34.55164054909982, -58.47836183623852 -34.55168621304048, -58.47832317372221 -34.55173123312875, -58.47825873879793 -34.55171568889405, -58.47822147325294 -34.55175908228139, -58.47834232278421 -34.55182948289659, -58.47832523523219 -34.55187753132105, -58.47823136465716 -34.55185488609003, -58.47824366504553 -34.5518202986668, -58.4781909721805 -34.55180758709183, -58.47795387057914 -34.55166946400932, -58.4779127157226 -34.55168967145947, -58.47786188179739 -34.55166005823131, -58.47785034447517 -34.55164411915314, -58.47787561324673 -34.5515730657785, -58.47781394171205 -34.55153713906525, -58.47775450905406 -34.55160634480163, -58.4776272800546 -34.55153222764154, -58.47765721684089 -34.55144804813511, -58.47756417269542 -34.55139384523999, -58.47767443169819 -34.55126545492499, -58.47774721249276 -34.55128301260616, -58.47781435076313 -34.55137576604338, -58.47778488288962 -34.5514586270826, -58.4778719116018 -34.5514158949816, -58.477915441105 -34.55147602508951, -58.47817398126237 -34.55153839529281))",-1.0,Argentina,210321300
198617,"POLYGON ((-58.44499979044654 -34.55383906712004, -58.44462693389544 -34.55438580568638, -58.44462138470883 -34.55445884777218, -58.44459302979795 -34.55445738659094, -58.44443279326271 -34.55469231900925, -58.4442428603162 -34.55460444979296, -58.44425404710837 -34.55445720198439, -58.44422813573681 -34.55444521450482, -58.44422930627523 -34.55442980710224, -58.44417319954397 -34.55442691581706, -58.44417579768751 -34.55439271731818, -58.44422999300777 -34.55431497261931, -58.44427006017273 -34.55431703735827, -58.44426571371864 -34.55437424833137, -58.44435426144162 -34.55437881136456, -58.44439445469715 -34.55431988145629, -58.44445358352854 -34.55434723309003, -58.44455235320667 -34.55420242040434, -58.44455302563933 -34.55419356937448, -58.44459226516882 -34.55413603765757, -58.44459459246587 -34.55410540411442, -58.4445087986167 -34.55406571774014, -58.44461874988534 -34.55390451043186, -58.44467949412609 -34.55393260945688, -58.44471371842766 -34.55393437113709, -58.44481185430507 -34.55379048699484, -58.44490517877288 -34.55379529621656, -58.44499979044654 -34.55383906712004))",-1.0,Argentina,210321300
198663,"POLYGON ((-58.44767508563338 -34.55599422631462, -58.4473533000978 -34.5564313661127, -58.44724045570293 -34.55637502488548, -58.44722533744871 -34.55630641524107, -58.44683009866213 -34.55610910176509, -58.44704697302478 -34.5558144469816, -58.44764801012219 -34.55594952521304, -58.44763538435204 -34.55572060340769, -58.44749586321561 -34.55568923905072, -58.44773778660817 -34.55536054985789, -58.44833062263384 -34.55565651149941, -58.44833207147721 -34.5556828215252, -58.44727141816179 -34.55712386282826, -58.44689380888398 -34.5569353305582, -58.44673209726741 -34.55715501065035, -58.44659071797319 -34.55708442305632, -58.4465859767471 -34.55699832698321, -58.44641324167752 -34.55723300898038, -58.4459601412195 -34.5570068119342, -58.44611160314147 -34.55680103162042, -58.44636949201702 -34.5569297902976, -58.44641824331318 -34.55686356309276, -58.44622995350827 -34.55676955376266, -58.44666351617606 -34.55618056862012, -58.44686632631343 -34.55628181668398, -58.44680071118383 -34.55647984253429, -58.44696345557684 -34.55647375448051, -58.44695694855232 -34.55635577439688, -58.44747036143898 -34.55661208260452, -58.44767508563338 -34.55599422631462))",-1.0,Argentina,210321300
199610,"POLYGON ((-58.4600577952752 -34.55812293011476, -58.46014484601487 -34.55803059099509, -58.4601883564513 -34.55805841130828, -58.46026111527849 -34.55798123228973, -58.46031131962823 -34.55801333266938, -58.46015151006137 -34.55818285071125, -58.4600577952752 -34.55812293011476))",-1.0,Argentina,210321300
200489,"POLYGON ((-58.4702221660057 -34.56523643496017, -58.47016485508934 -34.5653122261032, -58.4700218245295 -34.56523889209583, -58.47007913993768 -34.56516309494573, -58.4702221660057 -34.56523643496017))",-1.0,Argentina,210321300
201258,"POLYGON ((-58.46784058483609 -34.56032595329363, -58.46767549224829 -34.56038040141969, -58.46701430377428 -34.56002937456748, -58.4675742764337 -34.55931410978253, -58.468022947093 -34.55955233838951, -58.467778660468 -34.55963290572903, -58.46775051791167 -34.55957503352879, -58.46757361320559 -34.55970473285824, -58.46747478278088 -34.55965225747455, -58.4674193240009 -34.5597231038108, -58.46756767168845 -34.55980186244136, -58.46773786634376 -34.55967708279744, -58.46779861630387 -34.55970933882496, -58.4675365415783 -34.56004409152607, -58.46762005609411 -34.56001654803306, -58.46762005609411 -34.56001654803306, -58.46762772505733 -34.5600140187713, -58.46765479180877 -34.56003905685697, -58.46759425801221 -34.56011638595783, -58.46768300361854 -34.56016350129089, -58.46798861916926 -34.55993943751817, -58.46804538848038 -34.559866925092, -58.46790010612427 -34.55973253135053, -58.46802068200989 -34.55957850050028, -58.46832079671673 -34.55973783330391, -58.46820294658568 -34.55988836548434, -58.46808608897845 -34.55992690574766, -58.46813265404945 -34.55996998078507, -58.46806145248546 -34.56006093752929, -58.46793009153694 -34.56010426098096, -58.46796229229236 -34.56017047801518, -58.46784058483609 -34.56032595329363))",-1.0,Argentina,210321300
202069,"POLYGON ((-58.46504532243455 -34.56671234190145, -58.4649824353676 -34.56673516471989, -58.46494878076417 -34.56667228247839, -58.46501166783112 -34.56664945964272, -58.46504532243455 -34.56671234190145))",-1.0,Argentina,210321300
206547,"POLYGON ((-58.46266009410841 -34.55668137012046, -58.46255820670326 -34.55680528936776, -58.46256721505575 -34.5568025368558, -58.46252469542211 -34.5568542561066, -58.46248969085894 -34.55686495379967, -58.46250086915322 -34.55688976251948, -58.46246766676374 -34.55693014859244, -58.46242826461314 -34.55694218794353, -58.46229356971334 -34.55710602526577, -58.46228640523255 -34.55710821478569, -58.46222091852864 -34.55718786999348, -58.46216180055765 -34.55720593687643, -58.46219106765182 -34.55727090322451, -58.46206502946272 -34.55730941410599, -58.46177841255651 -34.55714959389331, -58.4617662438366 -34.55712258714112, -58.46181607550169 -34.55706198027303, -58.46202213678009 -34.55699900631798, -58.46204639111487 -34.55696950433109, -58.46200340423018 -34.55698264147132, -58.4620762971015 -34.55689397749684, -58.46208859182244 -34.55692126396545, -58.46213534941602 -34.55690697445536, -58.46242747413789 -34.55655164472968, -58.46266009410841 -34.55668137012046))",-1.0,Argentina,210321300
206647,"POLYGON ((-58.45020251872595 -34.56028171918594, -58.45015202060826 -34.56071606808374, -58.45011181509501 -34.56074687026531, -58.45001136491349 -34.56087904854175, -58.4499853849411 -34.56089895223772, -58.44991780221422 -34.56086783661422, -58.44983935933483 -34.56079839639547, -58.44984334168549 -34.56076414316355, -58.44969854320983 -34.56069748502043, -58.44967634982009 -34.560677838667, -58.4496836544596 -34.56061500946383, -58.44972233086736 -34.56055803088412, -58.44981081214077 -34.56049024868757, -58.44981262505263 -34.56047465530602, -58.44987641331913 -34.56047968490961, -58.44988673484151 -34.56039090644619, -58.44991596173498 -34.56034784889967, -58.45002187303596 -34.5602667139989, -58.45002782562729 -34.56021551388265, -58.45013306569181 -34.56022381192047, -58.45014148037522 -34.56022768565305, -58.45020251872595 -34.56028171918594))",-1.0,Argentina,210321300
208994,"POLYGON ((-58.44878563208196 -34.56595492344105, -58.4487498698474 -34.56603536136589, -58.44873660675788 -34.56604802986568, -58.44859592850805 -34.56600562589482, -58.44857195965739 -34.56602852021886, -58.44849951101692 -34.56597708643834, -58.44851070700648 -34.56595190393756, -58.4483985773125 -34.56587229912617, -58.44843423833007 -34.56579208870569, -58.44849161936205 -34.5658093881494, -58.4485547060571 -34.56585417201917, -58.44860061298228 -34.56581031944978, -58.44862293529766 -34.565826166864, -58.44860008912266 -34.56587755353199, -58.44863223585408 -34.56590037378028, -58.44876530343022 -34.56594049142277, -58.44878563208196 -34.56595492344105))",-1.0,Argentina,210321300
